Date,Time,Carrier,X_Pos,Y_Pos,Data1,Data2,H_Avg,I_Avg,J_L,K_a,L_b,M_L,N_a,O_b
2020-11-20,21:28:55,18,1320,590,6,0,4.9709,0.9479,24.22,1.78,-3.52,98.29,-0.26,0.57
2020-11-20,21:29:04,18,1320,1010,10,0,4.9634,0.9478,24.25,1.71,-3.1,98.28,-0.25,0.52
2020-11-20,21:29:09,18,1320,1205,12,2,4.9851,0.9476,24.25,1.83,-3.67,98.28,-0.26,0.59
2020-11-20,21:30:15,7,1320,165,2,0,4.9619,0.948,24.22,1.77,-3.82,98.3,-0.25,0.62
2020-11-20,21:30:25,7,1320,590,6,0,4.9776,0.9478,24.24,1.78,-3.59,98.29,-0.26,0.6
2020-11-20,21:30:33,7,1320,1010,10,0,4.9518,0.9479,24.22,1.74,-3.21,98.28,-0.25,0.54
2020-11-20,21:30:38,7,1320,1205,12,2,4.9826,0.9474,24.24,1.85,-3.72,98.27,-0.26,0.61
2020-11-20,21:31:46,13,1320,165,2,0,4.9719,0.9479,24.24,1.77,-3.78,98.29,-0.25,0.61
2020-11-20,21:31:55,13,1320,590,6,0,4.973,0.9478,24.21,1.81,-3.58,98.29,-0.25,0.58
2020-11-20,21:32:04,13,1320,1010,10,0,4.9701,0.9478,24.24,1.75,-3.21,98.28,-0.25,0.53
2020-11-20,21:32:08,13,1320,1205,12,2,4.9962,0.9474,24.24,1.86,-3.73,98.28,-0.26,0.6
2020-11-20,21:33:15,35,1320,165,2,0,4.9945,0.9478,24.24,1.78,-3.82,98.29,-0.25,0.6
2020-11-20,21:33:24,35,1320,590,6,0,4.9796,0.948,24.23,1.81,-3.73,98.3,-0.25,0.58
2020-11-20,21:33:33,35,1320,1010,10,0,4.9618,0.9479,24.25,1.74,-3.3,98.28,-0.24,0.53
2020-11-20,21:33:38,35,1320,1205,12,2,4.9985,0.947,24.3,1.83,-3.79,98.26,-0.25,0.61
2020-11-20,21:34:45,32,1320,165,2,0,4.9759,0.9477,24.24,1.74,-3.72,98.29,-0.25,0.61
2020-11-20,21:34:54,32,1320,590,6,0,4.9839,0.9476,24.24,1.77,-3.57,98.29,-0.26,0.6
2020-11-20,21:35:03,32,1320,1010,10,0,4.9669,0.9476,24.24,1.71,-3.16,98.27,-0.24,0.54
2020-11-20,21:35:07,32,1320,1205,12,2,4.9854,0.9474,24.23,1.82,-3.7,98.27,-0.26,0.61
2020-11-20,21:36:15,31,1320,165,2,0,4.9743,0.9479,24.25,1.71,-3.73,98.29,-0.25,0.6
2020-11-20,21:36:24,31,1320,590,6,0,4.9626,0.948,24.25,1.71,-3.51,98.29,-0.25,0.58
2020-11-20,21:36:34,31,1320,1010,10,0,4.9481,0.948,24.25,1.65,-3.09,98.28,-0.24,0.52
2020-11-20,21:36:38,31,1320,1205,12,2,4.9801,0.9475,24.24,1.79,-3.67,98.28,-0.26,0.6
2020-11-20,21:37:44,43,1320,165,2,0,4.9641,0.948,24.22,1.73,-3.5,98.29,-0.24,0.57
2020-11-20,21:37:53,43,1320,590,6,0,4.9814,0.9478,24.24,1.77,-3.38,98.29,-0.25,0.56
2020-11-20,21:38:03,43,1320,1010,10,0,4.9608,0.9478,24.24,1.69,-2.98,98.28,-0.25,0.5
2020-11-20,21:38:07,43,1320,1205,12,2,4.9823,0.9475,24.23,1.82,-3.51,98.28,-0.26,0.58
2020-11-20,21:39:14,8,1320,165,2,0,5.0012,0.9476,24.25,1.78,-3.88,98.29,-0.26,0.65
2020-11-20,21:39:23,8,1320,590,6,0,5.0027,0.9477,24.25,1.83,-3.75,98.29,-0.27,0.61
2020-11-20,21:39:32,8,1320,1010,10,0,4.9736,0.9477,24.21,1.77,-3.36,98.29,-0.25,0.55
2020-11-20,21:39:37,8,1320,1205,12,2,4.9938,0.9447,24.21,1.86,-3.8,98.18,-0.26,0.6
2020-11-20,21:40:44,37,1320,165,2,0,4.9529,0.9482,24.21,1.73,-3.58,98.3,-0.25,0.58
2020-11-20,21:40:53,37,1320,590,6,0,4.9541,0.9481,24.22,1.69,-3.3,98.3,-0.26,0.56
2020-11-20,21:41:02,37,1320,1010,10,0,4.9484,0.9479,24.24,1.66,-2.94,98.28,-0.24,0.51
2020-11-20,21:41:06,37,1320,1205,12,2,4.9724,0.9477,24.23,1.78,-3.5,98.28,-0.26,0.58
2020-11-20,21:42:14,10,1320,165,2,0,4.976,0.9478,24.22,1.78,-3.78,98.29,-0.25,0.62
2020-11-20,21:42:23,10,1320,590,6,0,4.9653,0.9478,24.2,1.79,-3.59,98.29,-0.26,0.59
2020-11-20,21:42:32,10,1320,1010,10,0,4.9618,0.9477,24.23,1.71,-3.14,98.28,-0.25,0.53
2020-11-20,21:42:36,10,1320,1205,12,2,4.9918,0.9474,24.25,1.85,-3.7,98.28,-0.26,0.6
2020-11-20,21:43:44,2,1320,165,2,0,4.9779,0.948,24.22,1.78,-3.8,98.3,-0.25,0.61
2020-11-20,21:43:53,2,1320,590,6,0,4.9777,0.9478,24.21,1.81,-3.65,98.29,-0.27,0.61
2020-11-20,21:44:01,2,1320,1010,10,0,4.9565,0.9478,24.2,1.76,-3.27,98.28,-0.25,0.54
2020-11-20,21:44:06,2,1320,1205,12,2,4.9805,0.9476,24.2,1.88,-3.82,98.28,-0.26,0.62
2020-11-20,21:45:13,63,1320,165,2,0,4.9709,0.948,24.21,1.72,-3.47,98.3,-0.25,0.57
2020-11-20,21:45:22,63,1320,590,6,0,4.9793,0.9481,24.24,1.73,-3.29,98.3,-0.25,0.53
2020-11-20,21:45:31,63,1320,1010,10,0,4.9321,0.9482,24.22,1.63,-2.86,98.29,-0.23,0.48
2020-11-20,21:45:35,63,1320,1205,12,2,4.9636,0.9478,24.24,1.75,-3.41,98.28,-0.25,0.55
2020-11-20,21:46:41,3,1320,165,2,0,4.9881,0.9478,24.22,1.73,-3.59,98.29,-0.24,0.58
2020-11-20,21:46:50,3,1320,590,6,0,4.989,0.9476,24.23,1.73,-3.37,98.29,-0.24,0.56
2020-11-20,21:46:59,3,1320,1010,10,0,4.9574,0.9478,24.21,1.65,-2.95,98.28,-0.23,0.5
2020-11-20,21:47:04,3,1320,1205,12,2,4.9869,0.9474,24.23,1.76,-3.5,98.28,-0.25,0.58
2020-11-20,21:48:12,12,1320,165,2,0,4.9564,0.9482,24.22,1.71,-3.49,98.3,-0.24,0.55
2020-11-20,21:48:21,12,1320,590,6,0,4.9573,0.948,24.22,1.7,-3.23,98.29,-0.24,0.54
2020-11-20,21:48:30,12,1320,1010,10,0,4.95,0.948,24.25,1.64,-2.89,98.28,-0.24,0.49
2020-11-20,21:48:35,12,1320,1205,12,2,4.9769,0.9476,24.22,1.8,-3.44,98.28,-0.26,0.57
2020-11-20,21:49:42,33,1320,165,2,0,4.9599,0.9481,24.21,1.67,-3.42,98.3,-0.25,0.57
2020-11-20,21:49:51,33,1320,590,6,0,4.9741,0.9479,24.21,1.72,-3.3,98.3,-0.25,0.54
2020-11-20,21:50:00,33,1320,1010,10,0,4.9561,0.9478,24.23,1.65,-2.91,98.28,-0.24,0.5
2020-11-20,21:50:04,33,1320,1205,12,2,4.9896,0.9475,24.24,1.76,-3.41,98.28,-0.26,0.58
2020-11-20,21:51:20,19,1320,590,6,0,4.9616,0.948,24.22,1.72,-3.34,98.29,-0.24,0.55
2020-11-20,21:51:29,19,1320,1010,10,0,4.9237,0.9481,24.22,1.62,-2.9,98.28,-0.24,0.51
2020-11-20,21:51:33,19,1320,1205,12,2,4.9426,0.9477,24.21,1.74,-3.46,98.27,-0.24,0.57
2020-11-20,21:52:41,14,1320,165,2,0,4.9782,0.9479,24.23,1.69,-3.55,98.3,-0.25,0.59
2020-11-20,21:52:50,14,1320,590,6,0,4.9639,0.948,24.22,1.69,-3.36,98.29,-0.24,0.56
2020-11-20,21:52:59,14,1320,1010,10,0,4.9348,0.9481,24.22,1.6,-2.9,98.29,-0.24,0.5
2020-11-20,21:53:03,14,1320,1205,12,2,4.9785,0.9475,24.24,1.74,-3.47,98.28,-0.25,0.57
2020-11-20,21:54:11,40,1320,165,2,0,4.9695,0.948,24.24,1.58,-3.13,98.29,-0.23,0.53
2020-11-20,21:54:20,40,1320,590,6,0,4.9446,0.9481,24.21,1.52,-2.9,98.29,-0.22,0.49
2020-11-20,21:54:29,40,1320,1010,10,0,4.9303,0.9481,24.24,1.44,-2.5,98.28,-0.21,0.44
2020-11-20,21:54:33,40,1320,1205,12,2,4.964,0.9477,24.23,1.58,-3.04,98.28,-0.23,0.51
2020-11-20,21:58:40,18,1320,165,2,0,4.9754,0.9481,24.24,1.63,-3.39,98.3,-0.23,0.55
2020-11-20,21:58:49,18,1320,590,6,0,4.9633,0.948,24.22,1.63,-3.22,98.29,-0.24,0.53
2020-11-20,21:58:58,18,1320,1010,10,0,4.9505,0.9479,24.25,1.56,-2.82,98.28,-0.22,0.48
2020-11-20,21:59:02,18,1320,1205,12,2,4.9673,0.9476,24.2,1.71,-3.38,98.28,-0.23,0.54
2020-11-20,22:00:09,7,1320,165,2,0,4.9622,0.9481,24.24,1.71,-3.61,98.3,-0.24,0.56
2020-11-20,22:00:18,7,1320,590,6,0,4.9562,0.9482,24.22,1.71,-3.39,98.3,-0.24,0.54
2020-11-20,22:00:27,7,1320,1010,10,0,4.9332,0.9481,24.22,1.62,-2.95,98.28,-0.23,0.49
2020-11-20,22:00:32,7,1320,1205,12,2,4.9541,0.9479,24.21,1.75,-3.51,98.29,-0.25,0.57
2020-11-20,22:01:40,13,1320,165,2,0,4.9946,0.9477,24.27,1.81,-3.91,98.29,-0.26,0.63
2020-11-20,22:01:49,13,1320,590,6,0,4.9814,0.9477,24.21,1.86,-3.71,98.29,-0.27,0.62
2020-11-20,22:01:58,13,1320,1010,10,0,4.969,0.9477,24.21,1.78,-3.29,98.28,-0.25,0.55
2020-11-20,22:02:02,13,1320,1205,12,2,5.0033,0.9473,24.24,1.89,-3.79,98.27,-0.27,0.62
2020-11-20,22:03:08,35,1320,165,2,0,4.9828,0.9479,24.23,1.76,-3.81,98.3,-0.26,0.61
2020-11-20,22:03:17,35,1320,590,6,0,4.9821,0.9479,24.24,1.78,-3.64,98.3,-0.26,0.59
2020-11-20,22:03:26,35,1320,1010,10,0,4.9426,0.9479,24.23,1.69,-3.19,98.28,-0.25,0.54
2020-11-20,22:03:31,35,1320,1205,12,2,4.9831,0.9475,24.26,1.82,-3.76,98.28,-0.26,0.6
2020-11-20,22:04:39,32,1320,165,2,0,4.9585,0.9481,24.23,1.69,-3.65,98.29,-0.24,0.59
2020-11-20,22:04:48,32,1320,590,6,0,4.9648,0.9479,24.22,1.74,-3.49,98.29,-0.25,0.57
2020-11-20,22:04:57,32,1320,1010,10,0,4.9657,0.9478,24.22,1.72,-3.14,98.28,-0.25,0.52
2020-11-20,22:05:02,32,1320,1205,12,2,4.988,0.9475,24.22,1.83,-3.65,98.28,-0.26,0.59
2020-11-20,22:06:09,31,1320,165,2,0,4.9804,0.948,24.22,1.81,-3.86,98.3,-0.26,0.62
2020-11-20,22:06:18,31,1320,590,6,0,4.9727,0.9479,24.21,1.83,-3.7,98.29,-0.26,0.59
2020-11-20,22:06:27,31,1320,1010,10,0,4.9515,0.948,24.22,1.73,-3.21,98.29,-0.24,0.53
2020-11-20,22:06:32,31,1320,1205,12,2,4.9835,0.9477,24.23,1.87,-3.78,98.28,-0.26,0.6
2020-11-20,22:07:38,43,1320,165,2,0,4.958,0.9481,24.21,1.7,-3.43,98.3,-0.24,0.57
2020-11-20,22:07:48,43,1320,590,6,0,4.9518,0.9483,24.22,1.66,-3.19,98.3,-0.24,0.53
2020-11-20,22:07:57,43,1320,1010,10,0,4.9461,0.948,24.23,1.63,-2.84,98.28,-0.24,0.5
2020-11-20,22:08:01,43,1320,1205,12,2,4.9822,0.9476,24.25,1.74,-3.35,98.28,-0.25,0.55
2020-11-20,22:09:08,8,1320,165,2,0,4.9898,0.9481,24.24,1.67,-3.63,98.3,-0.23,0.56
2020-11-20,22:09:17,8,1320,590,6,0,4.9809,0.9479,24.24,1.65,-3.36,98.29,-0.24,0.54
2020-11-20,22:09:26,8,1320,1010,10,0,4.967,0.9479,24.22,1.61,-2.98,98.29,-0.23,0.49
2020-11-20,22:09:30,8,1320,1205,12,2,5.0004,0.9476,24.22,1.73,-3.48,98.29,-0.25,0.55
2020-11-20,22:12:07,10,1320,165,2,0,4.9655,0.9481,24.22,1.65,-3.45,98.3,-0.24,0.57
2020-11-20,22:12:16,10,1320,590,6,0,4.9665,0.9481,24.22,1.65,-3.25,98.3,-0.23,0.52
2020-11-20,22:12:25,10,1320,1010,10,0,4.9417,0.948,24.22,1.56,-2.82,98.28,-0.22,0.48
2020-11-20,22:12:30,10,1320,1205,12,2,4.986,0.9475,24.23,1.7,-3.35,98.28,-0.24,0.55
2020-11-20,22:13:37,2,1320,165,2,0,4.9662,0.948,24.21,1.75,-3.68,98.3,-0.25,0.6
2020-11-20,22:13:46,2,1320,590,6,0,4.9597,0.9479,24.21,1.74,-3.46,98.29,-0.24,0.57
2020-11-20,22:13:55,2,1320,1010,10,0,4.9588,0.9479,24.23,1.7,-3.09,98.28,-0.24,0.51
2020-11-20,22:14:00,2,1320,1205,12,2,4.9898,0.9476,24.25,1.8,-3.6,98.28,-0.25,0.58
2020-11-20,22:15:06,63,1320,165,2,0,4.9803,0.9481,24.23,1.72,-3.44,98.3,-0.24,0.56
2020-11-20,22:15:16,63,1320,590,6,0,4.9806,0.948,24.26,1.69,-3.24,98.29,-0.24,0.52
2020-11-20,22:15:25,63,1320,1010,10,0,4.9561,0.9481,24.27,1.62,-2.85,98.28,-0.23,0.47
2020-11-20,22:15:29,63,1320,1205,12,2,4.9638,0.9478,24.23,1.76,-3.41,98.28,-0.24,0.54
2020-11-20,22:16:35,3,1320,165,2,0,4.9851,0.948,24.23,1.72,-3.54,98.3,-0.24,0.57
2020-11-20,22:16:45,3,1320,590,6,0,4.9742,0.948,24.2,1.71,-3.28,98.3,-0.25,0.54
2020-11-20,22:16:54,3,1320,1010,10,0,4.97,0.9477,24.22,1.68,-2.94,98.28,-0.24,0.49
2020-11-20,22:16:58,3,1320,1205,12,2,4.9852,0.9475,24.19,1.81,-3.5,98.28,-0.25,0.57
2020-11-20,22:18:06,12,1320,165,2,0,4.9617,0.9482,24.23,1.69,-3.44,98.3,-0.24,0.56
2020-11-20,22:18:15,12,1320,590,6,0,4.9629,0.9479,24.22,1.71,-3.24,98.29,-0.25,0.54
2020-11-20,22:18:25,12,1320,1010,10,0,4.9559,0.9479,24.25,1.65,-2.89,98.28,-0.24,0.49
2020-11-20,22:18:29,12,1320,1205,12,2,4.9782,0.9476,24.24,1.77,-3.39,98.28,-0.25,0.56
2020-11-20,22:19:36,33,1320,165,2,0,4.9917,0.9478,24.25,1.76,-3.63,98.29,-0.25,0.59
2020-11-20,22:19:45,33,1320,590,6,0,4.9843,0.9477,24.22,1.76,-3.4,98.29,-0.25,0.56
2020-11-20,22:19:54,33,1320,1010,10,0,4.9527,0.9478,24.21,1.71,-3.04,98.28,-0.24,0.52
2020-11-20,22:19:58,33,1320,1205,12,2,4.9842,0.9475,24.22,1.82,-3.53,98.28,-0.26,0.58
2020-11-20,22:21:05,19,1320,165,2,0,4.9506,0.9481,24.2,1.69,-3.48,98.3,-0.24,0.58
2020-11-20,22:21:15,19,1320,590,6,0,4.9592,0.948,24.2,1.72,-3.31,98.29,-0.24,0.55
2020-11-20,22:21:23,19,1320,1010,10,0,4.9498,0.9478,24.25,1.63,-2.87,98.28,-0.24,0.51
2020-11-20,22:21:28,19,1320,1205,12,2,4.9705,0.9475,24.24,1.76,-3.45,98.27,-0.25,0.57
2020-11-20,22:22:35,14,1320,165,2,0,4.96,0.9481,24.2,1.73,-3.63,98.3,-0.25,0.6
2020-11-20,22:22:44,14,1320,590,6,0,4.9523,0.9481,24.21,1.7,-3.37,98.29,-0.25,0.56
2020-11-20,22:22:53,14,1320,1010,10,0,4.9518,0.9478,24.22,1.68,-3.01,98.28,-0.24,0.52
2020-11-20,22:22:57,14,1320,1205,12,2,4.9796,0.9475,24.21,1.79,-3.52,98.28,-0.26,0.59
2020-11-20,22:24:04,40,1320,165,2,0,4.9537,0.9482,24.22,1.68,-3.32,98.3,-0.24,0.55
2020-11-20,22:24:13,40,1320,590,6,0,4.9621,0.9481,24.22,1.69,-3.14,98.29,-0.24,0.52
2020-11-20,22:24:22,40,1320,1010,10,0,4.9534,0.9479,24.24,1.63,-2.77,98.28,-0.24,0.48
2020-11-20,22:24:27,40,1320,1205,12,2,4.9885,0.9475,24.25,1.76,-3.28,98.28,-0.25,0.54
2020-11-20,22:25:35,27,1320,165,2,0,4.9806,0.9479,24.26,1.7,-3.58,98.29,-0.24,0.6
2020-11-20,22:25:44,27,1320,590,6,0,4.9605,0.9479,24.22,1.71,-3.37,98.29,-0.25,0.57
2020-11-20,22:25:53,27,1320,1010,10,0,4.9504,0.9479,24.21,1.67,-2.98,98.28,-0.24,0.51
2020-11-20,22:25:57,27,1320,1205,12,2,4.9714,0.9476,24.2,1.8,-3.52,98.28,-0.25,0.57
2020-11-20,22:27:03,26,1320,165,2,0,4.9814,0.9479,24.25,1.71,-3.52,98.29,-0.24,0.57
2020-11-20,22:27:13,26,1320,590,6,0,4.971,0.9479,24.22,1.73,-3.37,98.29,-0.25,0.55
2020-11-20,22:27:22,26,1320,1010,10,0,4.945,0.9479,24.24,1.6,-2.84,98.28,-0.24,0.49
2020-11-20,22:27:26,26,1320,1205,12,2,4.9704,0.9477,24.19,1.77,-3.4,98.28,-0.25,0.55
2020-11-20,22:28:33,18,1320,165,2,0,4.9651,0.9481,24.22,1.73,-3.64,98.3,-0.25,0.59
2020-11-20,22:28:42,18,1320,590,6,0,4.9725,0.9479,24.21,1.78,-3.5,98.29,-0.25,0.57
2020-11-20,22:28:51,18,1320,1010,10,0,4.9562,0.9477,24.22,1.71,-3.07,98.28,-0.24,0.53
2020-11-20,22:28:56,18,1320,1205,12,2,4.9831,0.9475,24.21,1.84,-3.62,98.28,-0.25,0.58
2020-11-20,22:30:03,7,1320,165,2,0,4.9714,0.9479,24.25,1.71,-3.65,98.29,-0.24,0.61
2020-11-20,22:30:13,7,1320,590,6,0,4.9793,0.9477,24.22,1.78,-3.52,98.29,-0.25,0.59
2020-11-20,22:30:22,7,1320,1010,10,0,4.9598,0.9476,24.23,1.69,-3.05,98.28,-0.24,0.54
2020-11-20,22:30:26,7,1320,1205,12,2,4.9837,0.9474,24.22,1.84,-3.62,98.28,-0.26,0.6
2020-11-20,22:31:33,13,1320,165,2,0,4.9956,0.9477,24.24,1.84,-3.89,98.29,-0.26,0.63
2020-11-20,22:31:43,13,1320,590,6,0,4.9863,0.9479,24.23,1.84,-3.69,98.29,-0.25,0.57
2020-11-20,22:31:52,13,1320,1010,10,0,4.9842,0.9476,24.24,1.8,-3.3,98.28,-0.24,0.53
2020-11-20,22:31:56,13,1320,1205,12,2,5.011,0.9473,24.25,1.91,-3.81,98.28,-0.26,0.6
2020-11-20,22:33:03,35,1320,165,2,0,5.0027,0.9478,24.28,1.77,-3.86,98.29,-0.24,0.6
2020-11-20,22:33:12,35,1320,590,6,0,4.9874,0.9478,24.22,1.83,-3.74,98.29,-0.26,0.59
2020-11-20,22:33:21,35,1320,1010,10,0,4.9629,0.9479,24.24,1.73,-3.29,98.28,-0.24,0.52
2020-11-20,22:33:25,35,1320,1205,12,2,4.995,0.9475,24.24,1.85,-3.81,98.28,-0.25,0.6
2020-11-20,22:34:32,32,1320,165,2,0,4.9722,0.9479,24.23,1.72,-3.69,98.29,-0.25,0.61
2020-11-20,22:34:41,32,1320,590,6,0,4.9717,0.9478,24.22,1.77,-3.56,98.29,-0.26,0.59
2020-11-20,22:34:50,32,1320,1010,10,0,4.9473,0.9478,24.24,1.65,-3.06,98.27,-0.24,0.52
2020-11-20,22:34:55,32,1320,1205,12,2,4.9753,0.9474,24.22,1.8,-3.62,98.27,-0.26,0.6
2020-11-20,22:36:02,31,1320,165,2,0,4.9861,0.948,24.26,1.74,-3.75,98.3,-0.25,0.6
2020-11-20,22:36:11,31,1320,590,6,0,4.9656,0.948,24.22,1.76,-3.55,98.3,-0.25,0.57
2020-11-20,22:36:20,31,1320,1010,10,0,4.9537,0.9479,24.22,1.71,-3.18,98.28,-0.24,0.52
2020-11-20,22:36:25,31,1320,1205,12,2,4.9935,0.9475,24.25,1.81,-3.63,98.28,-0.26,0.6
2020-11-20,22:37:32,43,1320,165,2,0,4.9676,0.9481,24.21,1.73,-3.46,98.3,-0.25,0.56
2020-11-20,22:37:41,43,1320,590,6,0,4.949,0.9481,24.22,1.67,-3.19,98.29,-0.24,0.53
2020-11-20,22:37:50,43,1320,1010,10,0,4.9401,0.948,24.25,1.61,-2.82,98.28,-0.23,0.48
2020-11-20,22:37:55,43,1320,1205,12,2,4.9801,0.9476,24.25,1.75,-3.35,98.28,-0.25,0.55
2020-11-20,22:39:01,8,1320,165,2,0,5.0148,0.9475,24.26,1.8,-3.86,98.29,-0.26,0.64
2020-11-20,22:39:11,8,1320,590,6,0,4.9965,0.9475,24.22,1.85,-3.7,98.29,-0.27,0.62
2020-11-20,22:39:19,8,1320,1010,10,0,4.9593,0.9477,24.23,1.72,-3.21,98.28,-0.25,0.54
2020-11-20,22:39:24,8,1320,1205,12,2,5.0023,0.9472,24.25,1.83,-3.7,98.27,-0.27,0.62
2020-11-20,22:40:31,37,1320,165,2,0,4.9689,0.948,24.23,1.73,-3.56,98.29,-0.24,0.57
2020-11-20,22:40:40,37,1320,590,6,0,4.9635,0.9479,24.24,1.72,-3.32,98.29,-0.25,0.56
2020-11-20,22:40:49,37,1320,1010,10,0,4.9549,0.9479,24.23,1.68,-2.99,98.28,-0.24,0.51
2020-11-20,22:40:53,37,1320,1205,12,2,4.9769,0.9475,24.23,1.8,-3.52,98.28,-0.25,0.59
2020-11-20,22:42:01,10,1320,165,2,0,4.958,0.9481,24.22,1.71,-3.6,98.3,-0.25,0.59
2020-11-20,22:42:10,10,1320,590,6,0,4.9764,0.9479,24.23,1.74,-3.43,98.29,-0.25,0.56
2020-11-20,22:42:19,10,1320,1010,10,0,4.9568,0.9478,24.23,1.7,-3.03,98.28,-0.24,0.51
2020-11-20,22:42:24,10,1320,1205,12,2,4.9797,0.9475,24.23,1.8,-3.56,98.28,-0.26,0.58
2020-11-20,22:43:31,2,1320,165,2,0,4.9669,0.948,24.21,1.76,-3.73,98.3,-0.25,0.6
2020-11-20,22:43:40,2,1320,590,6,0,4.9676,0.948,24.21,1.79,-3.58,98.29,-0.26,0.58
2020-11-20,22:43:48,2,1320,1010,10,0,4.9517,0.9478,24.22,1.73,-3.17,98.28,-0.24,0.53
2020-11-20,22:43:53,2,1320,1205,12,2,4.9729,0.9476,24.21,1.84,-3.7,98.28,-0.26,0.6
2020-11-20,22:45:00,63,1320,165,2,0,4.976,0.9479,24.23,1.72,-3.48,98.29,-0.25,0.59
2020-11-20,22:45:09,63,1320,590,6,0,4.9584,0.9479,24.21,1.69,-3.24,98.29,-0.25,0.55
2020-11-20,22:45:18,63,1320,1010,10,0,4.9347,0.9479,24.2,1.65,-2.87,98.28,-0.24,0.51
2020-11-20,22:45:22,63,1320,1205,12,2,4.9607,0.9476,24.22,1.75,-3.41,98.28,-0.25,0.59
2020-11-20,22:46:29,3,1320,165,2,0,4.9671,0.9481,24.22,1.69,-3.43,98.3,-0.25,0.56
2020-11-20,22:46:38,3,1320,590,6,0,4.9645,0.948,24.2,1.72,-3.32,98.3,-0.24,0.53
2020-11-20,22:46:47,3,1320,1010,10,0,4.939,0.948,24.21,1.62,-2.82,98.28,-0.23,0.48
2020-11-20,22:46:52,3,1320,1205,12,2,4.9706,0.9477,24.2,1.77,-3.43,98.28,-0.25,0.56
2020-11-20,22:48:00,12,1320,165,2,0,4.9517,0.9482,24.24,1.66,-3.25,98.3,-0.23,0.54
2020-11-20,22:48:09,12,1320,590,6,0,4.9508,0.9481,24.22,1.67,-3.11,98.29,-0.24,0.52
2020-11-20,22:48:18,12,1320,1010,10,0,4.9381,0.948,24.26,1.56,-2.64,98.28,-0.22,0.46
2020-11-20,22:48:23,12,1320,1205,12,2,4.9757,0.9476,24.25,1.72,-3.21,98.28,-0.24,0.53
2020-11-20,22:49:29,33,1320,165,2,0,4.9723,0.9481,24.25,1.64,-3.37,98.3,-0.23,0.55
2020-11-20,22:49:38,33,1320,590,6,0,4.9784,0.948,24.25,1.64,-3.15,98.29,-0.23,0.51
2020-11-20,22:49:47,33,1320,1010,10,0,4.9628,0.9479,24.27,1.58,-2.76,98.28,-0.22,0.47
2020-11-20,22:49:52,33,1320,1205,12,2,4.9811,0.9475,24.25,1.7,-3.26,98.27,-0.24,0.54
2020-11-20,22:50:59,19,1320,165,2,0,4.9596,0.9481,24.21,1.68,-3.43,98.3,-0.25,0.57
2020-11-20,22:51:08,19,1320,590,6,0,4.9681,0.948,24.24,1.7,-3.26,98.29,-0.24,0.53
2020-11-20,22:51:17,19,1320,1010,10,0,4.9374,0.948,24.23,1.62,-2.85,98.28,-0.24,0.49
2020-11-20,22:51:22,19,1320,1205,12,2,4.9665,0.9476,24.24,1.72,-3.36,98.28,-0.25,0.57
2020-11-20,22:52:28,14,1320,165,2,0,4.9605,0.9481,24.22,1.67,-3.57,98.29,-0.23,0.57
2020-11-20,22:52:37,14,1320,590,6,0,4.9446,0.9482,24.2,1.7,-3.37,98.29,-0.23,0.54
2020-11-20,22:52:46,14,1320,1010,10,0,4.9539,0.9479,24.25,1.62,-2.93,98.28,-0.22,0.48
2020-11-20,22:52:50,14,1320,1205,12,2,4.9875,0.9474,24.24,1.78,-3.53,98.27,-0.25,0.58
2020-11-20,22:53:58,40,1320,165,2,0,4.9509,0.9483,24.23,1.69,-3.36,98.3,-0.24,0.55
2020-11-20,22:54:08,40,1320,590,6,0,4.9618,0.9481,24.21,1.71,-3.2,98.3,-0.23,0.52
2020-11-20,22:54:17,40,1320,1010,10,0,4.9471,0.948,24.25,1.62,-2.77,98.28,-0.22,0.46
2020-11-20,22:54:21,40,1320,1205,12,2,4.9751,0.9476,24.26,1.72,-3.26,98.27,-0.24,0.53
2020-11-20,22:55:28,27,1320,165,2,0,4.9381,0.9483,24.21,1.69,-3.53,98.3,-0.24,0.58
2020-11-20,22:55:37,27,1320,590,6,0,4.9545,0.9481,24.21,1.73,-3.41,98.3,-0.24,0.56
2020-11-20,22:55:46,27,1320,1010,10,0,4.9404,0.9481,24.21,1.66,-2.98,98.29,-0.24,0.49
2020-11-20,22:55:51,27,1320,1205,12,2,4.9742,0.9476,24.25,1.76,-3.48,98.28,-0.25,0.57
2020-11-20,22:56:57,26,1320,165,2,0,4.959,0.9481,24.2,1.7,-3.53,98.3,-0.24,0.57
2020-11-20,22:57:06,26,1320,590,6,0,4.968,0.9478,24.21,1.7,-3.27,98.29,-0.25,0.57
2020-11-20,22:57:15,26,1320,1010,10,0,4.9503,0.948,24.21,1.62,-2.86,98.29,-0.23,0.48
2020-11-20,22:57:19,26,1320,1205,12,2,4.9842,0.9476,24.21,1.77,-3.38,98.28,-0.24,0.54
2020-11-20,22:58:28,18,1320,165,2,0,4.9732,0.9479,24.24,1.73,-3.68,98.29,-0.25,0.62
2020-11-20,22:58:37,18,1320,590,6,0,4.9695,0.9478,24.23,1.78,-3.56,98.29,-0.26,0.61
2020-11-20,22:58:46,18,1320,1010,10,0,4.9485,0.9477,24.21,1.73,-3.17,98.28,-0.25,0.55
2020-11-20,22:58:50,18,1320,1205,12,2,4.9907,0.9474,24.25,1.83,-3.68,98.27,-0.27,0.62
2020-11-20,22:59:57,7,1320,165,2,0,4.9681,0.948,24.24,1.71,-3.61,98.29,-0.24,0.59
