Date,Time,Carrier,X_Pos,Y_Pos,Data1,Data2,H_Avg,I_Avg,J_L,K_a,L_b,M_L,N_a,O_b
2020-11-20,16:42:05,37,1320,1010,10,0,4.9522,0.9479,24.25,1.67,-2.92,98.28,-0.24,0.5
2020-11-20,16:42:09,37,1320,1205,12,2,4.9759,0.9476,24.24,1.79,-3.48,98.28,-0.25,0.56
2020-11-20,16:43:16,10,1320,165,2,0,4.9762,0.948,24.22,1.78,-3.67,98.3,-0.25,0.58
2020-11-20,16:43:26,10,1320,590,6,0,4.9756,0.948,24.21,1.8,-3.48,98.3,-0.26,0.56
2020-11-20,16:43:35,10,1320,1010,10,0,4.9624,0.9479,24.22,1.72,-3.08,98.29,-0.25,0.51
2020-11-20,16:43:39,10,1320,1205,12,2,4.9904,0.9476,24.22,1.86,-3.64,98.28,-0.26,0.58
2020-11-20,16:44:46,2,1320,165,2,0,4.9805,0.9478,24.23,1.78,-3.72,98.3,-0.26,0.62
2020-11-20,16:44:55,2,1320,590,6,0,4.9845,0.9478,24.21,1.83,-3.6,98.3,-0.26,0.59
2020-11-20,16:45:04,2,1320,1010,10,0,4.9715,0.9478,24.21,1.78,-3.21,98.29,-0.25,0.53
2020-11-20,16:45:08,2,1320,1205,12,2,4.9931,0.9475,24.2,1.9,-3.74,98.29,-0.27,0.61
2020-11-20,16:46:15,63,1320,165,2,0,4.9771,0.948,24.22,1.77,-3.46,98.3,-0.26,0.57
2020-11-20,16:46:24,63,1320,590,6,0,4.9875,0.9478,24.21,1.81,-3.34,98.29,-0.26,0.55
2020-11-20,16:46:33,63,1320,1010,10,0,4.961,0.9478,24.23,1.71,-2.92,98.28,-0.25,0.51
2020-11-20,16:46:37,63,1320,1205,12,2,4.9696,0.9476,24.21,1.82,-3.44,98.28,-0.26,0.57
2020-11-20,16:47:44,3,1320,165,2,0,4.9994,0.9479,24.22,1.8,-3.61,98.3,-0.26,0.59
2020-11-20,16:47:53,3,1320,590,6,0,4.9896,0.9477,24.2,1.77,-3.39,98.3,-0.26,0.57
2020-11-20,16:48:02,3,1320,1010,10,0,4.9682,0.948,24.24,1.66,-2.95,98.29,-0.23,0.48
2020-11-20,16:48:06,3,1320,1205,12,2,5.0033,0.9477,24.25,1.79,-3.5,98.29,-0.25,0.56
2020-11-20,16:49:15,12,1320,165,2,0,4.9762,0.9479,24.24,1.75,-3.38,98.29,-0.25,0.56
2020-11-20,16:49:23,12,1320,590,6,0,4.9696,0.948,24.23,1.71,-3.17,98.29,-0.25,0.53
2020-11-20,16:49:33,12,1320,1010,10,0,4.9397,0.9481,24.26,1.62,-2.76,98.28,-0.23,0.46
2020-11-20,16:49:37,12,1320,1205,12,2,4.972,0.9477,24.22,1.78,-3.32,98.28,-0.25,0.53
2020-11-20,16:50:44,33,1320,165,2,0,4.9838,0.9478,24.22,1.76,-3.56,98.3,-0.26,0.6
2020-11-20,16:50:53,33,1320,590,6,0,4.9904,0.9477,24.22,1.79,-3.41,98.29,-0.25,0.56
2020-11-20,16:51:02,33,1320,1010,10,0,4.9713,0.9477,24.23,1.73,-3.01,98.28,-0.25,0.51
2020-11-20,16:51:07,33,1320,1205,12,2,4.9913,0.9475,24.21,1.84,-3.54,98.28,-0.27,0.58
2020-11-20,16:52:13,19,1320,165,2,0,4.9649,0.948,24.21,1.72,-3.51,98.3,-0.25,0.58
2020-11-20,16:52:22,19,1320,590,6,0,4.9677,0.9479,24.21,1.73,-3.33,98.29,-0.25,0.55
2020-11-20,16:52:31,19,1320,1010,10,0,4.953,0.9477,24.22,1.68,-2.96,98.28,-0.25,0.52
2020-11-20,16:52:36,19,1320,1205,12,2,4.966,0.9474,24.22,1.77,-3.48,98.27,-0.26,0.59
2020-11-20,16:53:43,14,1320,165,2,0,4.9748,0.9481,24.2,1.81,-3.74,98.3,-0.26,0.6
2020-11-20,16:53:53,14,1320,590,6,0,4.9739,0.9479,24.22,1.79,-3.48,98.29,-0.26,0.58
2020-11-20,16:54:01,14,1320,1010,10,0,4.9464,0.9478,24.24,1.68,-3.02,98.28,-0.24,0.5
2020-11-20,16:54:06,14,1320,1205,12,2,4.9756,0.9475,24.22,1.81,-3.58,98.28,-0.26,0.6
2020-11-20,16:55:13,40,1320,165,2,0,4.9567,0.9482,24.2,1.72,-3.4,98.3,-0.25,0.55
2020-11-20,16:55:22,40,1320,590,6,0,4.9688,0.948,24.21,1.71,-3.16,98.29,-0.24,0.51
2020-11-20,16:55:31,40,1320,1010,10,0,4.9568,0.9478,24.24,1.65,-2.84,98.28,-0.24,0.48
2020-11-20,16:55:35,40,1320,1205,12,2,4.9845,0.9476,24.22,1.79,-3.34,98.28,-0.25,0.54
2020-11-20,16:56:43,27,1320,165,2,0,4.9665,0.948,24.22,1.75,-3.54,98.3,-0.25,0.59
2020-11-20,16:56:53,27,1320,590,6,0,4.9669,0.948,24.23,1.72,-3.3,98.29,-0.25,0.54
2020-11-20,16:57:02,27,1320,1010,10,0,4.9556,0.9479,24.22,1.7,-2.98,98.28,-0.24,0.51
2020-11-20,16:57:06,27,1320,1205,12,2,4.9759,0.9477,24.21,1.83,-3.52,98.29,-0.26,0.58
2020-11-20,16:58:12,26,1320,165,2,0,4.9687,0.9479,24.2,1.74,-3.47,98.29,-0.25,0.59
2020-11-20,16:58:22,26,1320,590,6,0,4.9698,0.9479,24.21,1.72,-3.23,98.29,-0.25,0.55
2020-11-20,16:58:31,26,1320,1010,10,0,4.9562,0.9478,24.2,1.68,-2.87,98.28,-0.24,0.5
2020-11-20,16:58:35,26,1320,1205,12,2,4.9892,0.9474,24.22,1.78,-3.38,98.28,-0.25,0.57
2020-11-20,16:59:42,18,1320,165,2,0,4.9741,0.948,24.22,1.78,-3.63,98.3,-0.26,0.6
2020-11-20,16:59:51,18,1320,590,6,0,4.9905,0.9478,24.22,1.8,-3.46,98.29,-0.26,0.57
2020-11-20,17:00:00,18,1320,1010,10,0,4.9747,0.9477,24.25,1.72,-3.05,98.28,-0.26,0.53
2020-11-20,17:00:04,18,1320,1205,12,2,4.9959,0.9473,24.24,1.84,-3.58,98.28,-0.27,0.6
2020-11-20,17:01:12,7,1320,165,2,0,4.961,0.948,24.21,1.74,-3.54,98.29,-0.25,0.59
2020-11-20,17:01:21,7,1320,590,6,0,4.9679,0.9479,24.25,1.71,-3.28,98.29,-0.25,0.54
2020-11-20,17:01:30,7,1320,1010,10,0,4.9572,0.9478,24.25,1.66,-2.88,98.28,-0.24,0.5
2020-11-20,17:01:34,7,1320,1205,12,2,4.9838,0.9475,24.24,1.8,-3.49,98.28,-0.25,0.56
2020-11-20,17:02:42,13,1320,165,2,0,4.9899,0.9479,24.26,1.78,-3.75,98.29,-0.25,0.6
2020-11-20,17:02:51,13,1320,590,6,0,4.9925,0.9478,24.2,1.89,-3.68,98.3,-0.26,0.58
2020-11-20,17:03:00,13,1320,1010,10,0,4.9858,0.9477,24.22,1.82,-3.23,98.29,-0.25,0.52
2020-11-20,17:03:04,13,1320,1205,12,2,5.0097,0.9474,24.22,1.91,-3.74,98.28,-0.26,0.58
2020-11-20,17:04:11,35,1320,165,2,0,4.9987,0.9478,24.23,1.84,-3.89,98.3,-0.26,0.61
2020-11-20,17:04:20,35,1320,590,6,0,4.9945,0.9478,24.21,1.88,-3.76,98.3,-0.26,0.6
2020-11-20,17:04:28,35,1320,1010,10,0,4.981,0.9476,24.24,1.81,-3.31,98.28,-0.25,0.54
2020-11-20,17:04:33,35,1320,1205,12,2,4.9945,0.9473,24.24,1.89,-3.81,98.27,-0.26,0.62
2020-11-20,17:05:41,32,1320,165,2,0,4.9839,0.948,24.23,1.81,-3.77,98.3,-0.26,0.6
2020-11-20,17:05:50,32,1320,590,6,0,4.9656,0.948,24.2,1.8,-3.51,98.3,-0.26,0.57
2020-11-20,17:05:59,32,1320,1010,10,0,4.968,0.9476,24.24,1.74,-3.1,98.28,-0.25,0.54
2020-11-20,17:06:03,32,1320,1205,12,2,5.0053,0.9472,24.24,1.87,-3.62,98.28,-0.27,0.6
2020-11-20,17:07:11,31,1320,165,2,0,4.9892,0.9479,24.25,1.81,-3.79,98.29,-0.26,0.61
2020-11-20,17:07:20,31,1320,590,6,0,4.9951,0.9477,24.24,1.82,-3.6,98.29,-0.26,0.59
2020-11-20,17:07:29,31,1320,1010,10,0,4.9661,0.9478,24.2,1.79,-3.23,98.29,-0.25,0.52
2020-11-20,17:07:34,31,1320,1205,12,2,4.9896,0.9473,24.2,1.9,-3.74,98.28,-0.26,0.6
2020-11-20,17:08:41,43,1320,165,2,0,4.9854,0.9479,24.21,1.81,-3.55,98.3,-0.25,0.58
2020-11-20,17:08:50,43,1320,590,6,0,4.9919,0.9478,24.22,1.82,-3.41,98.29,-0.25,0.56
2020-11-20,17:08:59,43,1320,1010,10,0,4.9634,0.9478,24.23,1.76,-3.06,98.28,-0.25,0.51
2020-11-20,17:09:04,43,1320,1205,12,2,4.9778,0.9475,24.19,1.87,-3.54,98.28,-0.25,0.57
2020-11-20,17:10:10,8,1320,165,2,0,5.0039,0.9476,24.24,1.83,-3.81,98.29,-0.25,0.61
2020-11-20,17:10:19,8,1320,590,6,0,4.9875,0.9477,24.2,1.84,-3.65,98.29,-0.26,0.6
2020-11-20,17:10:28,8,1320,1010,10,0,4.9568,0.9478,24.22,1.72,-3.15,98.28,-0.24,0.52
2020-11-20,17:10:32,8,1320,1205,12,2,4.9788,0.9475,24.2,1.85,-3.69,98.28,-0.25,0.61
2020-11-20,17:11:39,37,1320,165,2,0,4.9655,0.9481,24.23,1.74,-3.49,98.3,-0.24,0.55
2020-11-20,17:11:48,37,1320,590,6,0,4.9867,0.9479,24.24,1.78,-3.33,98.29,-0.25,0.54
2020-11-20,17:11:57,37,1320,1010,10,0,4.9647,0.9478,24.22,1.75,-3,98.28,-0.24,0.49
2020-11-20,17:12:02,37,1320,1205,12,2,4.9805,0.9476,24.2,1.85,-3.53,98.28,-0.26,0.57
2020-11-20,17:13:10,10,1320,165,2,0,4.9889,0.9479,24.25,1.76,-3.64,98.29,-0.25,0.6
2020-11-20,17:13:19,10,1320,590,6,0,4.9649,0.948,24.21,1.76,-3.42,98.3,-0.25,0.56
2020-11-20,17:13:28,10,1320,1010,10,0,4.9695,0.9477,24.22,1.72,-3.06,98.28,-0.24,0.51
2020-11-20,17:13:32,10,1320,1205,12,2,4.9946,0.9474,24.21,1.85,-3.59,98.28,-0.26,0.59
2020-11-20,17:14:40,2,1320,165,2,0,4.9614,0.9482,24.22,1.74,-3.64,98.3,-0.24,0.58
2020-11-20,17:14:49,2,1320,590,6,0,4.9841,0.9477,24.23,1.82,-3.56,98.29,-0.25,0.58
2020-11-20,17:14:58,2,1320,1010,10,0,4.9647,0.9478,24.22,1.75,-3.14,98.28,-0.25,0.53
2020-11-20,17:15:02,2,1320,1205,12,2,4.9918,0.9474,24.22,1.88,-3.68,98.28,-0.27,0.6
2020-11-20,17:16:09,63,1320,165,2,0,4.9836,0.9479,24.24,1.72,-3.4,98.29,-0.24,0.55
2020-11-20,17:16:19,63,1320,590,6,0,4.992,0.9477,24.24,1.75,-3.25,98.29,-0.25,0.54
2020-11-20,17:16:28,63,1320,1010,10,0,4.9669,0.9478,24.24,1.68,-2.87,98.28,-0.23,0.48
2020-11-20,17:16:33,63,1320,1205,12,2,4.9727,0.9477,24.21,1.79,-3.41,98.28,-0.25,0.55
2020-11-20,17:17:38,3,1320,165,2,0,4.9824,0.9478,24.22,1.74,-3.45,98.29,-0.25,0.58
2020-11-20,17:17:47,3,1320,590,6,0,4.9806,0.9477,24.22,1.7,-3.18,98.29,-0.25,0.55
2020-11-20,17:17:56,3,1320,1010,10,0,4.9807,0.9475,24.24,1.69,-2.89,98.28,-0.24,0.5
2020-11-20,17:18:00,3,1320,1205,12,2,4.9982,0.9473,24.21,1.81,-3.42,98.28,-0.25,0.57
2020-11-20,17:19:08,12,1320,165,2,0,4.9685,0.9481,24.24,1.71,-3.33,98.29,-0.24,0.54
2020-11-20,17:19:17,12,1320,590,6,0,4.9734,0.948,24.24,1.7,-3.17,98.29,-0.24,0.51
2020-11-20,17:19:26,12,1320,1010,10,0,4.9504,0.948,24.24,1.64,-2.78,98.28,-0.23,0.46
2020-11-20,17:19:30,12,1320,1205,12,2,4.9747,0.9476,24.21,1.77,-3.31,98.28,-0.25,0.54
2020-11-20,17:20:38,33,1320,165,2,0,4.9855,0.9478,24.22,1.76,-3.52,98.3,-0.25,0.58
2020-11-20,17:20:47,33,1320,590,6,0,4.9834,0.9478,24.22,1.77,-3.33,98.29,-0.25,0.56
2020-11-20,17:20:56,33,1320,1010,10,0,4.9592,0.9477,24.24,1.68,-2.91,98.28,-0.23,0.49
2020-11-20,17:21:00,33,1320,1205,12,2,4.9871,0.9475,24.22,1.79,-3.4,98.28,-0.26,0.57
2020-11-20,17:22:07,19,1320,165,2,0,4.963,0.948,24.2,1.74,-3.52,98.29,-0.25,0.58
2020-11-20,17:22:16,19,1320,590,6,0,4.9635,0.9478,24.22,1.73,-3.31,98.29,-0.25,0.56
2020-11-20,17:22:26,19,1320,1010,10,0,4.9308,0.948,24.22,1.64,-2.88,98.28,-0.23,0.49
2020-11-20,17:22:30,19,1320,1205,12,2,4.9563,0.9476,24.21,1.78,-3.44,98.27,-0.25,0.58
2020-11-20,17:23:37,14,1320,165,2,0,4.9708,0.948,24.22,1.76,-3.62,98.3,-0.25,0.59
2020-11-20,17:23:46,14,1320,590,6,0,4.9667,0.948,24.23,1.71,-3.31,98.29,-0.24,0.55
2020-11-20,17:23:54,14,1320,1010,10,0,4.9603,0.9479,24.23,1.7,-2.99,98.28,-0.24,0.5
2020-11-20,17:23:59,14,1320,1205,12,2,4.9886,0.9474,24.22,1.83,-3.53,98.28,-0.26,0.58
2020-11-20,17:25:07,40,1320,165,2,0,4.9654,0.9481,24.2,1.7,-3.28,98.3,-0.25,0.55
2020-11-20,17:25:16,40,1320,590,6,0,4.9572,0.9479,24.22,1.64,-3.02,98.29,-0.24,0.53
2020-11-20,17:25:25,40,1320,1010,10,0,4.9525,0.9479,24.28,1.55,-2.61,98.28,-0.24,0.47
2020-11-20,17:25:29,40,1320,1205,12,2,4.9736,0.9473,24.24,1.7,-3.16,98.27,-0.25,0.54
2020-11-20,17:26:37,27,1320,165,2,0,4.9671,0.9482,24.22,1.65,-3.32,98.3,-0.24,0.53
2020-11-20,17:26:46,27,1320,590,6,0,4.9722,0.948,24.23,1.62,-3.1,98.3,-0.23,0.5
2020-11-20,17:26:55,27,1320,1010,10,0,4.9572,0.9479,24.23,1.58,-2.73,98.28,-0.23,0.46
2020-11-20,17:26:59,27,1320,1205,12,2,4.9747,0.9477,24.21,1.69,-3.24,98.29,-0.24,0.53
2020-11-20,17:29:36,18,1320,165,2,0,4.9728,0.9481,24.24,1.66,-3.42,98.3,-0.23,0.56
2020-11-20,17:29:46,18,1320,590,6,0,4.9714,0.9479,24.25,1.64,-3.18,98.29,-0.24,0.54
2020-11-20,17:29:55,18,1320,1010,10,0,4.9593,0.9479,24.23,1.63,-2.88,98.29,-0.24,0.49
2020-11-20,17:29:59,18,1320,1205,12,2,4.9943,0.9469,24.24,1.74,-3.37,98.26,-0.25,0.56
2020-11-20,17:31:05,7,1320,165,2,0,4.9593,0.9483,24.21,1.75,-3.55,98.3,-0.25,0.57
2020-11-20,17:31:14,7,1320,590,6,0,4.9857,0.9479,24.25,1.77,-3.38,98.29,-0.25,0.55
2020-11-20,17:31:23,7,1320,1010,10,0,4.9515,0.948,24.24,1.67,-2.92,98.28,-0.23,0.48
2020-11-20,17:31:28,7,1320,1205,12,2,4.9768,0.9476,24.22,1.81,-3.49,98.28,-0.25,0.56
2020-11-20,17:32:36,13,1320,165,2,0,4.9935,0.9479,24.23,1.86,-3.81,98.3,-0.26,0.61
2020-11-20,17:32:45,13,1320,590,6,0,4.9935,0.9477,24.22,1.86,-3.55,98.29,-0.26,0.58
2020-11-20,17:32:53,13,1320,1010,10,0,4.9712,0.9476,24.22,1.77,-3.12,98.28,-0.26,0.54
2020-11-20,17:32:58,13,1320,1205,12,2,5.005,0.9473,24.24,1.89,-3.64,98.28,-0.27,0.6
2020-11-20,17:34:05,35,1320,165,2,0,5.0007,0.9478,24.23,1.82,-3.77,98.3,-0.26,0.61
2020-11-20,17:34:14,35,1320,590,6,0,5.0003,0.9475,24.24,1.83,-3.61,98.29,-0.26,0.6
2020-11-20,17:34:23,35,1320,1010,10,0,4.9614,0.9478,24.22,1.75,-3.18,98.29,-0.25,0.54
2020-11-20,17:34:27,35,1320,1205,12,2,4.9926,0.9476,24.25,1.85,-3.72,98.28,-0.27,0.62
2020-11-20,17:35:34,32,1320,165,2,0,4.9952,0.9477,24.25,1.83,-3.83,98.29,-0.26,0.62
2020-11-20,17:35:43,32,1320,590,6,0,4.9981,0.9475,24.23,1.87,-3.67,98.29,-0.27,0.6
2020-11-20,17:35:53,32,1320,1010,10,0,4.9737,0.9475,24.23,1.8,-3.24,98.28,-0.26,0.56
2020-11-20,17:35:57,32,1320,1205,12,2,4.9913,0.9475,24.21,1.92,-3.77,98.28,-0.27,0.6
2020-11-20,17:37:04,31,1320,165,2,0,4.9579,0.9481,24.2,1.77,-3.72,98.3,-0.24,0.59
2020-11-20,17:37:13,31,1320,590,6,0,4.9659,0.948,24.19,1.8,-3.54,98.29,-0.25,0.56
2020-11-20,17:37:22,31,1320,1010,10,0,4.97,0.9477,24.2,1.8,-3.21,98.29,-0.25,0.53
2020-11-20,17:37:27,31,1320,1205,12,2,4.9935,0.9473,24.19,1.91,-3.72,98.28,-0.26,0.6
2020-11-20,17:38:34,43,1320,165,2,0,4.9665,0.948,24.2,1.76,-3.44,98.3,-0.26,0.58
2020-11-20,17:38:43,43,1320,590,6,0,4.9723,0.9479,24.19,1.8,-3.34,98.3,-0.26,0.55
2020-11-20,17:38:52,43,1320,1010,10,0,4.9521,0.9479,24.25,1.68,-2.9,98.28,-0.24,0.5
2020-11-20,17:38:57,43,1320,1205,12,2,4.9737,0.9476,24.2,1.83,-3.45,98.28,-0.26,0.57
2020-11-20,17:40:04,8,1320,165,2,0,4.9885,0.9479,24.21,1.8,-3.76,98.3,-0.26,0.61
2020-11-20,17:40:13,8,1320,590,6,0,5.0077,0.9476,24.24,1.82,-3.57,98.29,-0.26,0.59
2020-11-20,17:40:22,8,1320,1010,10,0,4.9722,0.9477,24.21,1.75,-3.17,98.28,-0.25,0.53
2020-11-20,17:40:26,8,1320,1205,12,2,4.997,0.9473,24.21,1.85,-3.67,98.28,-0.26,0.6
2020-11-20,17:41:33,37,1320,165,2,0,4.9922,0.9478,24.23,1.77,-3.46,98.3,-0.26,0.58
2020-11-20,17:41:42,37,1320,590,6,0,4.9907,0.9477,24.24,1.75,-3.27,98.29,-0.25,0.55
2020-11-20,17:41:51,37,1320,1010,10,0,4.9427,0.9479,24.22,1.67,-2.87,98.28,-0.24,0.51
2020-11-20,17:41:56,37,1320,1205,12,2,4.9629,0.9475,24.2,1.8,-3.42,98.28,-0.26,0.59
2020-11-20,17:43:03,10,1320,165,2,0,4.9733,0.9481,24.24,1.72,-3.49,98.3,-0.24,0.56
2020-11-20,17:43:13,10,1320,590,6,0,4.9768,0.9479,24.23,1.75,-3.36,98.29,-0.25,0.54
2020-11-20,17:43:22,10,1320,1010,10,0,4.9511,0.9481,24.21,1.7,-3.02,98.29,-0.24,0.48
2020-11-20,17:43:26,10,1320,1205,12,2,4.9757,0.9452,24.2,1.82,-3.54,98.19,-0.27,0.56
2020-11-20,17:44:33,2,1320,165,2,0,4.9814,0.9481,24.24,1.76,-3.65,98.3,-0.25,0.58
2020-11-20,17:44:43,2,1320,590,6,0,4.9817,0.9479,24.23,1.8,-3.53,98.3,-0.26,0.57
2020-11-20,17:44:51,2,1320,1010,10,0,4.9638,0.9479,24.23,1.72,-3.12,98.29,-0.25,0.51
2020-11-20,17:44:56,2,1320,1205,12,2,4.9948,0.9475,24.24,1.84,-3.64,98.28,-0.26,0.58
2020-11-20,17:46:02,63,1320,165,2,0,4.9783,0.948,24.2,1.81,-3.52,98.3,-0.25,0.57
2020-11-20,17:46:11,63,1320,590,6,0,4.9876,0.9478,24.22,1.79,-3.3,98.29,-0.25,0.54
2020-11-20,17:46:21,63,1320,1010,10,0,4.967,0.9479,24.26,1.69,-2.89,98.28,-0.24,0.49
2020-11-20,17:46:25,63,1320,1205,12,2,4.9811,0.9473,24.24,1.81,-3.41,98.27,-0.25,0.55
2020-11-20,17:47:32,3,1320,165,2,0,4.9742,0.948,24.22,1.68,-3.38,98.3,-0.25,0.56
2020-11-20,17:47:41,3,1320,590,6,0,4.9774,0.9478,24.22,1.66,-3.15,98.29,-0.25,0.53
2020-11-20,17:47:50,3,1320,1010,10,0,4.9712,0.9477,24.24,1.62,-2.81,98.28,-0.24,0.48
2020-11-20,17:47:55,3,1320,1205,12,2,4.9919,0.9474,24.22,1.75,-3.33,98.28,-0.25,0.54
2020-11-20,17:49:03,12,1320,165,2,0,4.9699,0.948,24.21,1.74,-3.39,98.3,-0.25,0.56
2020-11-20,17:49:12,12,1320,590,6,0,4.9784,0.9478,24.24,1.72,-3.19,98.29,-0.25,0.54
2020-11-20,17:49:21,12,1320,1010,10,0,4.9556,0.9478,24.26,1.64,-2.82,98.28,-0.24,0.48
2020-11-20,17:49:25,12,1320,1205,12,2,4.9734,0.9476,24.22,1.77,-3.33,98.28,-0.25,0.55
2020-11-20,17:50:32,33,1320,165,2,0,4.9709,0.948,24.21,1.7,-3.37,98.3,-0.24,0.55
2020-11-20,17:50:41,33,1320,590,6,0,4.9856,0.9478,24.23,1.73,-3.23,98.29,-0.24,0.52
2020-11-20,17:50:50,33,1320,1010,10,0,4.9726,0.9477,24.26,1.63,-2.8,98.28,-0.23,0.47
2020-11-20,17:50:55,33,1320,1205,12,2,4.9981,0.9475,24.24,1.77,-3.33,98.28,-0.24,0.53
2020-11-20,17:52:01,19,1320,165,2,0,4.9595,0.9481,24.21,1.74,-3.55,98.3,-0.24,0.58
2020-11-20,17:52:10,19,1320,590,6,0,4.9794,0.9478,24.21,1.78,-3.37,98.29,-0.25,0.56
2020-11-20,17:52:19,19,1320,1010,10,0,4.9549,0.9478,24.23,1.7,-3,98.28,-0.24,0.51
2020-11-20,17:52:23,19,1320,1205,12,2,4.9765,0.9476,24.25,1.79,-3.52,98.28,-0.25,0.57
2020-11-20,17:53:31,14,1320,165,2,0,4.982,0.948,24.23,1.78,-3.65,98.3,-0.25,0.59
2020-11-20,17:53:40,14,1320,590,6,0,4.9757,0.9479,24.22,1.76,-3.4,98.29,-0.25,0.54
2020-11-20,17:53:49,14,1320,1010,10,0,4.9555,0.9478,24.2,1.74,-3.06,98.28,-0.25,0.51
2020-11-20,17:53:53,14,1320,1205,12,2,4.9863,0.9475,24.21,1.83,-3.58,98.28,-0.26,0.59
2020-11-20,17:55:01,40,1320,165,2,0,4.9751,0.9481,24.24,1.71,-3.32,98.3,-0.24,0.54
2020-11-20,17:55:10,40,1320,590,6,0,4.9686,0.948,24.22,1.67,-3.07,98.29,-0.25,0.52
2020-11-20,17:55:19,40,1320,1010,10,0,4.9548,0.9479,24.26,1.58,-2.67,98.28,-0.23,0.46
2020-11-20,17:55:24,40,1320,1205,12,2,4.9704,0.9477,24.22,1.72,-3.19,98.28,-0.25,0.53
2020-11-20,17:56:30,27,1320,165,2,0,4.9833,0.9478,24.24,1.72,-3.45,98.29,-0.25,0.58
2020-11-20,17:56:40,27,1320,590,6,0,4.9863,0.9476,24.24,1.73,-3.23,98.29,-0.25,0.56
2020-11-20,17:56:49,27,1320,1010,10,0,4.9519,0.9478,24.22,1.66,-2.86,98.28,-0.24,0.5
2020-11-20,17:56:53,27,1320,1205,12,2,4.9703,0.9475,24.2,1.79,-3.4,98.28,-0.26,0.58
2020-11-20,17:58:00,26,1320,165,2,0,4.977,0.9481,24.22,1.76,-3.43,98.3,-0.25,0.55
2020-11-20,17:58:09,26,1320,590,6,0,4.9812,0.948,24.23,1.72,-3.19,98.3,-0.24,0.52
2020-11-20,17:58:18,26,1320,1010,10,0,4.953,0.9478,24.2,1.68,-2.83,98.28,-0.25,0.49
2020-11-20,17:59:29,18,1320,165,2,0,4.9748,0.948,24.23,1.74,-3.52,98.3,-0.25,0.58
2020-11-20,17:59:38,18,1320,590,6,0,4.9715,0.9478,24.24,1.73,-3.33,98.29,-0.25,0.55
2020-11-20,17:59:47,18,1320,1010,10,0,4.9351,0.948,24.2,1.66,-2.93,98.28,-0.23,0.5
2020-11-20,17:59:52,18,1320,1205,12,2,4.9844,0.9422,24.25,1.77,-3.44,98.07,-0.26,0.55
2020-11-20,18:00:59,7,1320,165,2,0,4.9769,0.9478,24.24,1.72,-3.42,98.29,-0.25,0.58
2020-11-20,18:01:08,7,1320,590,6,0,4.9654,0.9479,24.24,1.67,-3.19,98.29,-0.24,0.53
2020-11-20,18:01:17,7,1320,1010,10,0,4.9551,0.9478,24.26,1.61,-2.77,98.27,-0.24,0.48
2020-11-20,18:01:22,7,1320,1205,12,2,4.9819,0.9474,24.25,1.76,-3.37,98.27,-0.26,0.57
2020-11-20,18:02:29,13,1320,165,2,0,4.9904,0.9479,24.23,1.82,-3.72,98.3,-0.25,0.58
2020-11-20,18:02:38,13,1320,590,6,0,4.9898,0.9477,24.22,1.83,-3.52,98.29,-0.26,0.57
2020-11-20,18:02:47,13,1320,1010,10,0,4.975,0.9477,24.25,1.72,-3.07,98.28,-0.25,0.51
2020-11-20,18:02:52,13,1320,1205,12,2,5.0012,0.9473,24.23,1.85,-3.58,98.28,-0.26,0.58
2020-11-20,18:03:59,35,1320,165,2,0,5.0045,0.9478,24.24,1.83,-3.78,98.3,-0.25,0.58
2020-11-20,18:04:08,35,1320,590,6,0,4.9902,0.9477,24.2,1.84,-3.59,98.29,-0.26,0.57
2020-11-20,18:04:17,35,1320,1010,10,0,4.9742,0.9476,24.22,1.78,-3.22,98.28,-0.25,0.52
2020-11-20,18:04:21,35,1320,1205,12,2,4.9954,0.9474,24.23,1.87,-3.71,98.28,-0.26,0.59
2020-11-20,18:05:29,32,1320,165,2,0,4.9872,0.9477,24.24,1.78,-3.66,98.29,-0.26,0.61
2020-11-20,18:05:38,32,1320,590,6,0,4.974,0.9478,24.23,1.75,-3.4,98.29,-0.25,0.56
2020-11-20,18:05:46,32,1320,1010,10,0,4.9644,0.9477,24.23,1.72,-3.03,98.28,-0.24,0.5
2020-11-20,18:05:51,32,1320,1205,12,2,4.9919,0.9474,24.22,1.83,-3.54,98.28,-0.26,0.57
2020-11-20,18:06:58,31,1320,165,2,0,4.982,0.948,24.22,1.8,-3.72,98.3,-0.26,0.61
2020-11-20,18:07:07,31,1320,590,6,0,4.9868,0.9477,24.22,1.8,-3.52,98.29,-0.26,0.59
2020-11-20,18:07:16,31,1320,1010,10,0,4.9615,0.9476,24.22,1.72,-3.06,98.28,-0.25,0.54
2020-11-20,18:07:21,31,1320,1205,12,2,4.9924,0.9474,24.22,1.86,-3.63,98.28,-0.27,0.6
2020-11-20,18:08:28,43,1320,165,2,0,4.973,0.948,24.22,1.76,-3.42,98.3,-0.25,0.56
2020-11-20,18:08:37,43,1320,590,6,0,4.9679,0.948,24.23,1.73,-3.2,98.29,-0.24,0.52
2020-11-20,18:08:47,43,1320,1010,10,0,4.9492,0.9479,24.23,1.66,-2.82,98.28,-0.24,0.49
2020-11-20,18:08:51,43,1320,1205,12,2,4.9716,0.9476,24.21,1.81,-3.4,98.28,-0.26,0.56
2020-11-20,18:09:58,8,1320,165,2,0,4.9938,0.9477,24.24,1.77,-3.73,98.29,-0.26,0.61
2020-11-20,18:10:07,8,1320,590,6,0,4.982,0.9478,24.2,1.81,-3.57,98.29,-0.26,0.59
